WellNumbersId|StateWellId|WellReportTrackingNumber|USGSSiteNumber|TCEQSourceId|GCDWellNumber|OwnerWellNumber|PreviousWellNumber|OtherWellNumber|PluggingReportTrackingNumber|CreatedDate|LastUpdateDate
1|6|||||2|| Well #30 in TBWE M-64|||2019-01-24
2|7|||||1||Well #29 in TBWE M-64|||2019-01-24
3|8|||G0560002A||3|||||2017-05-10
4|9|||G0560002B||4|||||2017-05-10
5|10|||G0560002C||5|||||2017-05-10
6|15|||G0560014A||1|||||2017-05-10
7|16||||Da-0753|42|||||
8|17||||Da-0758|48|||||
9|31||||Da-3227|1|||||
10|41||||Da-0983||||||
11|42|110732|||||||||
12|44|97963|||Ha-2265||||||
13|48||||Da-1262||||||
14|50||||Da-2957||||||
15|54|210522|||Da-3587||||||
16|56|180462||G0560002D||6|||||2017-05-10
17|67||||Da-1246||||||
18|86||||Da-2988||||||
19|87||||Da-2845|6|||||
20|92||||Da-1211|#4|||||
21|93|||||Tr-J test hole #5|||||
22|115|171710|||DA-3196||||||
23|116||||Da-3191|5|||||
24|117||||Da-1196||||||
25|125|222624|||Da-3589||||||
26|127||||Da-3226||||||
27|138|222634|||Da-3591||||||
28|139|185488|||DA-3231||||||
29|141||||Da-1173||||||
30|150|||||Tr-J test hole #3|||||
31|151|171393|||DA-3197||||||
32|156|||||Tr-J Test hole #4.|||||
33|163||||Da-3225|39|||||
34|166|||||Tr-J test hole #8|||||
35|170|222628|||Da-3590||||||
36|177||||Da-3224||||||
37|194|178259|||DA-3208||||||
38|196||||Sh-1179||||||
39|202|134308|||||||||
40|203|178255|362308102132801||DA-3209||||||
41|205||||Sh-0521||||||
42|213||||Sh-0582||||||
43|219||||Sh-0366||||||
44|232|||||Tr-J test hole #2|||||
45|237||||Da-1265||||||
46|238|210569|||Da-3588||||||
47|245||||Da-3223||||||
48|246|||||Tr-J Test hole #1|||||
49|249||||Da-0230|23|||||
50|268||||Da-3222||||||
51|271||||Da-1218|34|||||
52|273|||||Tr-J test hole #6|||||
53|281||||Da-3221||||||
54|286||||Da-3220|Sec 62 WM|||||
55|287|||||Tr-J Test hole #7|||||
56|288||||Da-3219|87|||||
57|295|339749|||Willard 3||||||
58|305||361750102140501|||Unit 95|||||
59|311|339735|||Willard 1||||||
60|315||||Sh-0515||||||
61|321||||Sh-1425||||||
62|332||||Sh-0106||||||
63|345|||||3|||||
64|350|251257|||SH-4136||||||
65|370||||Sh-0207||||||
66|374||||Da-0781|37|||||
67|377||||Da-2462|3|||||
68|380||||Da-0867|1|||||
69|392||||Da-0947||||||
70|396|||||Tr-J test hole #11|||||
71|397||||Da-0901|2|||||
72|404||||Da-0789||||||
73|423||||Da-0019|7|||||
74|437||||Da-3218||||||
75|441|||||Tr-J test hole #9|||||
76|464||||Da-0116||||||
77|471||||Da-0646||||||
78|476|94460|||||||||
79|482||||Da-0493|2|||||
80|484||||Da-0480||||||
81|486|86884|||||||||
82|487||||Da-0527||||||
83|493||||Da-3215||||||
84|495|38674|||||||||
85|496||||Da-3214||||||
86|499||||Da-0378||||||
87|505||||Da-0315||||||
88|507||||Da-0301||||||
89|511|79518|||||||||
90|512|339722|||Willard 2||||||
91|513||||Sh-0388||||||
92|524||||Da-0276||||||
93|528|354759|||SH-7556||||||2016-06-17
94|529||||Sh-0556||||||
95|533||||Sh-0222||||||
96|546||||Sh-0093||||||
97|558||||Sh-0578||||||
98|571|97811|||Da-2855||||||
99|572|97929|||||||||
100|573|97805|||Da-2853||||||
101|575||||Ha-0787||||97218||2017-07-06
102|576|97940|||||||35223||2020-03-10
103|577|97959|||Ha-2278||||||2017-08-22
104|579|97905|||||||||
105|580|97815|||Ha-2262||||||
106|583||||Da-3213||||||
107|590||||Da-0147|4|||||
108|599|||||Tr-J test hole well #10|||||
109|601||||Ha-0969||||||
110|604||||Ha-1090||||||
111|610||||Da-0557||||||
112|616|289264|360241102443401||Ha-5065||||||
113|619||||Ha-0239||||||
114|622||||Ha-0452||||||
115|624||||Ha-0284||||||
116|629||||Da-0140||||||
117|631|88026||G0560016A||1|||||
118|632|224347|360727102303101||Da-3688||||||
119|633||||Da-0188||||||
120|634||||Da-0410|1|||||
121|635|45103||G0560001J||25|||||
122|652|224134||G0560016B||2|||||
123|658||||Da-0062||||||
124|660||||Da-2835||||||
125|662|71504|||||||||
126|665||||Ha-0276||||||
127|669|243010|||HA-3855||||||
128|675||||Ha-0013||||||
129|677||||Ha-0225||||||
130|681||||Ha-0580||||||
131|682|403547|||HA-9100|G2 Producers|||||
132|683||||Ha-0202||||||
133|688||||Ha-0914||||||
134|689||||Da-3212||||||
135|690||||Da-0134||||||
136|693||||Da-0271||||||
137|704||||Ha-1124||||||
138|706||||M-15||||||
139|727||||Sh-0426||||||
140|738|162842|360307102071801||MO-2350||||||
141|741||||Sh-0307||||||
142|765||||MO-1948||||||
143|782||||Sh-0540||||||
144|785||||Sh-1702||||||
145|789||||Sh-0441||||||
146|790||||Sh-0519||||||
147|792||||Sh-1335||||||
148|799||||Sh-1434||||||
149|806||||Sh-0205||||||
150|811||||Sh-1446||||||
151|815||||Sh-1622||||||
152|817||||Sh-0259||||||
153|819||||Sh-1257||||||
154|820||||Sh-0679||||||
155|826||||Sh-0459||||||
156|828||||Sh-0808||||||
157|829||||Sh-0594||||||
158|831|296186|||Sh-5120||||||
159|833||||Sh-0558||||||
160|835||||Hn-0136||||||
161|838||||Hn-0140||||||
162|841||||Hn-0221||||||
163|846||||Hn-0405||||||
164|847||||Hn-0137||||||
165|850||362434101372302||||||||
166|856||||Hn-1500||||||
167|861||||Hn-0986||||||
168|862||||Hn-0132||||||
169|874||||Hn-0610||||||
170|876||||Hn-0932||||||
171|877||||Hn-1069||||||
172|881||||Hn-1397||||||
173|886||||Hn-0272||||||
174|891||||Hn-0074||||||
175|895||||Hn-0796||||||
176|906|220079|||Hn-3686||||||
177|907||||Hn-1507||||||
178|908||||Hn-1355||||||
179|911||||Hn-0770||||||
180|915||||Oc-0635||||||
181|916||||Oc-0654||||||
182|919|239707|||SH-3719||||||
183|929||||Sh-0201||||||
184|934||||Sh-0241||||||
185|938||||Sh-0108||||||
186|941||||Sh-1645||||||
187|947||||Sh-0252||||||
188|949||||Sh-1232||||||
189|955||||Sh-0496||||||
190|958|296187|||Sh-5121||||||
191|979||||Hn-0707||||||
192|983||||Hn-0118||||||
193|986||||Hn-0487||||||
194|1001||||Hn-0661||||||
195|1002||||Hn-1478||||||
196|1004||||Hn-1208||||||
197|1007||||Hn-0724||||||
198|1014||||Hn-0406||||||
199|1031||||Hn-0151||||||
200|1036||||Hn-1523||||||
201|1049||||Hn-0835||||||
202|1051||||Hn-0688||||||
203|1055||||Hn-0827||||||
204|1064||||Hn-0333||||||
205|1072||||Hn-0483||||||
206|1076||||Hn-1533||||||
207|1078||||Hn-0046||||||
208|1084||||Oc-0469||||||
209|1085||||Oc-0416||||||
210|1087||||Oc-0398||||||
211|1093||||Hn-0258||||||
212|1098||||Oc-0331||||||
213|1104||||Oc-0213||||||
214|1113||||Oc-0032||||||
215|1116||||Sh-0425||||||
216|1120||||Sh-0478||||||
217|1122||||Sh-0479||||||
218|1124||||Sh-0042||||||
219|1126||||Sh-0359||||||
220|1132||||SH-2134||||||
221|1139||||Sh-1718||||||
222|1141||||Sh-0072||||||
223|1172||||Sh-0321||||||
224|1173||||Sh-1328||||||
225|1199|154432|||HN-1917||||||
226|1200||||Hn-0262||||||
227|1201||||Hn-0442||||||
228|1204||||Hn-0792||||||
229|1211||||Hn-1504||||||
230|1217||||Hn-0890||||||
231|1220||||Hn-0691||||||
232|1221||||Hn-0114||||||
233|1222||||Hn-1182||||||
234|1227||||Hn-0814||||||
235|1230||||Hn-0497||||||
236|1237||||Hn-0110||||||
237|1241||||Hn-0741||||||
238|1244||||Hn-0238||||||
239|1247||||Hn-0246||||||
240|1248||||Hn-0730||||||
241|1261||||Hn-0107||||||
242|1263||||Hn-0418||||||
243|1265||||Hn-0616||||||
244|1272||||Hn-0249||||||
245|1276||||Hn-1074||||||
246|1283||||Hn-1646||||||
247|1284||||Hn-1673||||||
248|1287||||Hn-1031||||||
249|1303||||Hn-0572||||||
250|1307||||Hn-0787||||||
251|1328||||Hn-0040||||||
252|1330||||Oc-0641||||||
253|1334||||Oc-1027||||||
254|1337||||Oc-0009||||||
255|1339||||Oc-0231||||||
256|1346||||Oc-0248||||||
257|1377||||Mo-0024||||||
258|1379||||Sh-1060||||||
259|1387||||Sh-1550||||||
260|1404||||Mo-1121||||||
261|1425||||Sh-0225||||||
262|1431||||M-1581||||||
263|1432||||M-1582||||||
264|1440||||Sh-1753||||||
265|1455|172871|||MO-2389||||||
266|1484|154423|||SH-2369||||||
267|1487|154421|||SH-2366||||||
268|1495||||Sh-0564||||||
269|1497||||Mo-1286||||||
270|1512||||Mo-0397||||||
271|1520||||Hu-0014||||||
272|1526||||Hu-0241||||||
273|1543||||Hn-0146||||||
274|1552||||Hu-0008||||||
275|1558||||Hu-0373||||||
276|1565||||Hn-0531||||||
277|1569||||Hn-0558||||||
278|1579||||Hn-0447||||||
279|1586||||Hu-0011||||||
280|1591||||Hu-0041||||||
281|1595||||Hu-0263||||||
282|1596||||HU-401||||||
283|1604||||Hu-0443||||||
284|1607||||Hn-1489||||||
285|1610||||Hu-0048||||||
286|1616||||Hu-0321||||||
287|1627||||Oc-0051||||||
288|1642||||Oc-0632||||||
289|1650||||Oc-1028||||||
290|1661||||Oc-0343||||||
291|1669||||Oc-0031||||||
292|1672||||Oc-0039||||||
293|1677||||Oc-0280||||||
294|1678||||Oc-0369||||||
295|1690||||Oc-0409||||||
296|1695||||Li-0095||||||
297|1703||||Oc-0588||||||
298|1711||||Oc-0711||||||
299|1713||||Oc-0802||||||
300|1714||||Li-0266||||||
301|1720||||Li-0219||||||
302|1721||||Li-0045||||||
303|1724||||Li-0008||||||
304|1726||||Li-0068||||||
305|1729||||Li-0017||||||
306|1740||||Li-0020||||||
307|1743||||Li-0018||||||
308|1745||||Li-0031||||||
309|1747||||Li-0276||||||
310|1754||||Li-0012||||||
311|1755|127857|||LI-0567||||||
312|1758|165080|||LI-0656||||||
313|1759||||Li-0092||||||
314|1760||||Li-0314||||||
315|1761||||Li-0075||||||
316|1763||||Li-0037||||||
317|1768||||Li-0283||||||2020-06-11
318|1770||||Li-0256||||||
319|1775||||Oc-0599||||||
320|1781||||Oc-0294||||||
321|1783|251261|||OC-4196||||||
322|1787||||Oc-0005||||||
323|1789||||Oc-0200||||||
324|1793||||Oc-0455||||||
325|1794||||Oc-0378||||||
326|1823||||Oc-0402||||||
327|1825|143947|361631100444801||OC-1291||||||
328|1827||||Oc-0999||||||
329|1837||||Li-0324||||||
330|1839||||LI-0378||||||
331|1844||||Li-0271||||||
332|1845||||Li-0212||||||
333|1846||||Li-0063||||||
334|1847||||Li-0066||||||
335|1851||||Li-0032||||||
336|1854||||Li-0059||||||
337|1855||||Li-0064||||||
338|1856||||Li-0258||||||
339|1859||||Li-0285||||||
340|1860||||Li-0343||||||
341|1862||||Li-0281||||||
342|1866|224842|||Li-3687||||||
343|1867||||Li-0221||||||
344|1869||||Li-0247||||||
345|1872||||Li-0393||||||
346|1873||||Li-0228||||||
347|1879||||Oc-0918||||||
348|1882||||Oc-0250||||||
349|1886||||Oc-0329||||||
350|1890||||Oc-0923||||||
351|1894||||Oc-0571||||||
352|1899||||Oc-0737||||||
353|1900||||Oc-0483||||||
354|1906||||Oc-0873||||||
355|1908||||Oc-0332||||||
356|1912||||Li-0213||||||
357|1914|330102|||||||||
358|1919|152206|||LI-0613||||||
359|1920||||Li-0044||||||
360|1925||||Li-0301||||||
361|1926||||Li-0299||||||
362|1946|364742|||OC-6912||||||
363|1954||||Oc-0621||||||
364|1956|261678|||OC-4465||||||
365|1965||||Oc-0693||||||
366|1968|159706|||OC-1312||||||
367|1976|177015|||461702||||||2019-03-13
368|1979|295466|||H461807||||||
369|2012|176226|||LI-0582||||||
370|2017||||Li-0302||||||
371|2035|76442|||||||||
372|2045|85533|||502103||||||2020-10-06
373|2048|85525|||502204||||||2020-10-06
374|2129|60605|||||||||
375|2176|47556|||||||||
376|2177|172206|||||||||
377|2195|69219|||||||||
378|2210||||H507105||||||
379|2230||||H508202||||||
380|2263|172091|||RO-206-DW-S-R||||||
381|2271|56853|||509605||||||2020-10-12
382|2308|211586|||510806|CRMWA-PHASE 3-NP, NP3 DEEP|||||2020-10-13
383|2309|211586|||510808|RGHW-194A-MULTI, NP3 SHALLOW|||||2020-10-13
384|2310||||510817|CRMWA BA-10 WINDMILL|||||2020-10-13
385|2352|79901|||||||||
386|2479|131015|||515509|Shell Fee 5057|||||2019-03-13
387|2516|133085|||H516707||||||
388|2526|224568|||517207|||RR-495-SW-R|||2020-10-14
389|2575|191270|||519411|||RO-205-SR|||2020-10-22
390|2607|65231|||520314||||||2019-03-13
391|2769||||GR214|57-2|||||
392|2781|76870|||||||||
393|2783||||GR202||||||
394|2810||||GR-350||||||
395|2817|306670|||GA-373-MW||||||
396|2830|80629|||||||||
397|2831||||526615|||GA-164-DW|||2020-10-28
398|2879|80798|||||||||
399|2880|90687|||||||||
400|2906|98180|||GA-256-SW||||||
401|2920|90028|||||||||
402|2954|84284|||||||||
403|2970|67682|||||||||
404|2978|69228|||||||||
405|2984|79173|||||||||
406|3019|76967|||||||||
407|3028|75991|||||||||
408|3033|155675|||531208|||WR-401-RS|||2020-10-30
409|3069|78847|||||||||
410|3073|||G2420008A|||||||2017-05-10
411|3111|47832|||532906|||WR-143-DW|||2020-10-30
412|3182|89538|||||||||
413|3340|67206||G2420002H||Rogers well|||||
414|3348|||G2420002C||3|||||
415|3351|80996|||||||||
416|3374|76289|||||||||
417|3381|79778|||||||||
418|3458|138306|||540910|||WR-343-SW-R|||2020-11-04
419|3474||||541303|||GR-314; GR-T-16|||2020-11-04
420|3475|173319|||541354|Irr #1-09||GR-594; GA-295-TW3|||2020-11-04
421|3484|121926|||541803|||GA-262-DW|||2020-11-04
422|3548|86815|||||||||
423|3671|91067|||||||||
424|3672|91060|||||||||
425|3679|89185|||||||||
426|3759|167411||G0650019A||Donley County Rest Area on IH40 Well #1|||||2017-05-10
427|3768|||G0900015A|551101||||||2020-11-19
428|3815|76053|||||||||
429|3816|86820|||||||||
430|3866|173728|||553307|||WR-170-R|||2020-11-30
431|3928|||G0440016C||4|||||2017-05-10
432|3998|234273|||556304|||WR-528-SW-R|||2020-12-02
433|4300|395935|||||||||
434|4368|59613|||||||||
435|4487||||Mo-0012|J-7|||||
436|4503|143934|355810101574501||MO-2319||||||
437|4504||||Mo-0228||||||
438|4525|95732||G1710019E||5|||||
439|4527||||Mo-0201||||||
440|4541||||Mo-0632||||||
441|4549||||M-260||||||
442|4550||||M-111||||||
443|4551||||M-301||||||
444|4570||||Mo-0142||||||
445|4571||||Mo-0744||||||
446|4591||||M-1523||||||
447|4597||||Mo-0052||||||
448|4601||||MO-1612||||||
449|4625||||Mo-1554||||||
450|4626||||Mo-0263||||||
451|4633||||Mo-0717||||||
452|4640||||Mo-0480||||||
453|4641||||Mo-0676||||||
454|4661||||Mo-0064||||||
455|4679||||Mo-0271||||||
456|4704|162820|||MO-2351||||||
457|4707||||Mo-0394||||||
458|4721||||Mo-1293||||||
459|4722||355944101373001||||||||
460|4723||||Hu-0240||||||
461|4730||||Hu-0405||||||
462|4746||||Hu-0540||||||
463|4752||||Hu-0227||||||
464|4761||||Hu-0226||||||
465|4768||355326101372308||||||||
466|4772||||Hu-0484||||||
467|4774||||Hu-0256||||||
468|4778||||Hu-0525||||||
469|4788||||Hu-0537||||||
470|4791||||Hu-0238||||||
471|4792||||HU-0013||||||
472|4796||||Hu-0268||||||
473|4801||||Hu-0371||||||
474|4814||||Hu-0052||||||
475|4824|85553|||608304||||||2020-12-17
476|4834||||Mo-0223||||||
477|4843||||Mo-0777||||||
478|4852||||Mo-0495||||||
479|4855||||Mo-1352||||||
480|4867||||Mo-0637||||||
481|4878||||Mo-0545||||||
482|4888||||Mo-0959||||||
483|4890||||Hu-0423||||||
484|4891||||Hu-0343||||||
485|4902||354810101351501||||||||
486|4918||354919101285301||||||||
487|4947|68836|||||||||
488|4957|2540||G1970003X|CRMWA P-63, 616954|P-63|||||2018-01-11
489|4962||||Mo-1459||||||
490|4966||||Mo-1366||||||
491|4995|71507|||||||||
492|5034|168480|||||||||
493|5097|||||1|||||
494|5098|||G1170004B|628102|2|||||2021-01-07
495|5099|||||3|||||
496|5100|||||4|||||
497|5181||||632606|||GR-449|||2021-01-11
498|5190||||632755|||CA-909|||2021-01-11
499|5210|239574|||635206|415||CP-1117A-MULTI, PMW-A1|||2021-01-14
500|5211|236195||G1880001DT|635205|505||CP-1117-A-MULTI, PWF-5|||2021-01-14
501|5212|236196||G1880001DU|635204|507||CP-1117-MULTI|||2021-01-14
502|5213|236197||G1880001DV|635203|508||CP-1117-MULTI, A-23, PWF-8|||2021-01-14
503|5218|239569|||635519|||CP-1117A-MULTI, PMW-W2|||2021-01-14
504|5219|152375||G1880001EM|635511|502||CP-1117-MULTI, MW-2, PWF-2|||2021-01-14
505|5220|160468||G1880001DL||503|||||
506|5221|236201||G1880001DX|635517|510||CP-1117A-MULTI, PWF-10|||2021-01-15
507|5222|236203||G1880001DY|635518|511||CP-1117A-MULTI, PWF-11|||2021-01-15
508|5226|239265|||635623|||PMW-NESTED/SHALLOW|||2021-01-15
509|5227|239288|||635624|||PMW-NESTED/INTERMEDIATE|||2021-01-15
510|5228|239560|||635625|||PMW-NESTED/DEEP|||2021-01-15
511|5229|152387||G1880001EL|635612|501||CP-1117-MULTI, MW-1, PWF-1|||2021-01-15
512|5230|160687||G1880001DM|635613|504||CP-1117-MULTI, MW-4, PWF-4|||2021-01-15
513|5231|235206||G1880001DZ|635622|512||CP-1117-A-MULTI, PWF-12|||2021-01-15
514|5232|235229||G1880001EA|635621|513||CP-1117-A-MULTI, PWF-13|||2021-01-15
515|5233|235237||G1880001EB|635620|514||CP-1117-A-MULTI, PWF-14|||2021-01-15
516|5234|242507||G1880001EI|635626|521||CP-1117A-MULTI, PWF-21B|||2021-01-15
517|5238|236208||G1880001ED|635917|516||CP-1117A-MULTI, PWF-16|||2021-01-15
518|5239|235242||G1880001EE|635916|517||CP-1117-A-MULTI, PWF-17|||2021-01-19
519|5240|235249||G1880001EF|635915|518||CP-1117-A-MULTI, PWF-18|||2021-01-15
520|5241|235253||G1880001EG|635914|519||CP-1117-A-MULTI, PWF-19|||2021-01-19
521|5242||||635956||||||2021-01-19
522|5244|236198||G1880001DW|636155|509||CP-1117-MULTI, TH-P2, CP-1117A-MULTI, PWF-9|||2021-01-19
523|5249|80425|||||||||
524|5251|239227|||636405|||CP-1117A-MULTI, PMW-W1|||2021-01-19
525|5252|236207||G1880001EC|636404|515||CP-1117A-MULTI, PWF-15|||2021-01-19
526|5253|235260||G1880001EJ|636403|522||CP-1117A-MULTI, PWF-22|||2021-01-19
527|5267|||G1880001DD|636610|660||CA-1013, 660|||2021-01-19
528|5270|||G1880001BU|636701|613||E-12, 613|||2021-01-19
529|5271|||G1880001BT|636702|612||E-13, 612|||2021-01-19
530|5272|||G1880001BS|CA-202, 611|611|||||
531|5276|||G1880001BR|636707|610||CA-988, 610|||2021-01-19
532|5279|239303|||636715|||CA-1153-R|||2021-01-19
533|5288|||G1880001CL|636807|642||CA-331, 642|||2021-01-19
534|5289|||G1880001CM|636808|643||CA-221, 643|||2021-01-21
535|5290|||G1880001CJ|636809|640||CA-274, 640|||2021-01-21
536|5291|||G1880001BV|636810|614||E-17, 614|||2021-01-21
537|5292|||G1880001BW|636811|615||CA-204, 615|||2021-01-21
538|5293|||G1880001BX|636812|616||CA-209, 616|||2021-01-21
539|5294|||G1880001CK|636813|641||CA-273, 641|||2021-01-21
540|5297|||G1880001BY|636816|620||CA-288, 620|||2021-01-21
541|5298|||G1880001CC|636817|624||CA-326, 624|||2021-01-21
542|5299|||G1880001CR|636818|646||CA-325, 646|||2021-01-21
543|5300|||G1880001CQ|636819|647||CA-324, 647|||2021-01-21
544|5301|||G1880001DB|636820|658||CA-991, 658|||2021-01-21
545|5302|310547|||636828|||CA-1194|||2021-01-21
546|5305|||G1880001CU|636905|651||CA-238, 651|||2021-01-21
547|5307|||G1880001CY|636907|655|||||2021-01-21
548|5309|||G1880001CW|636909|653||E-19, 653|||2021-01-21
549|5310|||G1880001CX|636910|654||CA-332, 654|||2021-01-21
550|5312|||G1880001CN|636912|644||CA-210, 644|||2021-01-21
551|5313|||G1880001CO|636913|645||CA-222, 645|||2021-01-21
552|5314|||G1880001CT|636914|650||CA-235, 650|||2021-01-21
553|5315|||G1880001CR|636915|648||CA-275, 648|||2021-01-21
554|5316|||G1880001CS|636916|649||CA-276, 649|||2021-01-21
555|5320|||G1880001CZ|636920|656||CA-989, 656|||2021-01-21
556|5321|||G1880001DA|636921|657||CA-990, 657|||2021-01-21
557|5322|||G1880001DC|636922|659||CA-1014, 659|||2021-01-21
558|5332|80422|||||||||
559|5340|78468||G1880001DK|637412|661||CA-1083-MULTI, 661|||2021-01-25
560|5341|78470||G1880001DN|637413|662||CA-1083-MULTI, 662|||2021-01-25
561|5342|214303||G1880001EN|637414|663||CA-1083-A MULTI|||2021-01-25
562|5530||||GR358||||||
563|5558||||640451|||CA-898|||2021-01-29
564|5567|90970|||||||||
565|5651|27183|||||||||
566|5669|236210||G1880001EH|635918|520||CP-1117-A-MULTI, PWF-20|||2021-02-03
567|5696|||G1880001BZ|644202|621||CA-289, 621|||2021-02-03
568|5697|||G1880001CD|644203|625||CA-480, 625|||2021-02-04
569|5698|||G1880001CB|644204|623||CA-472, 623|||2021-02-04
570|5699|||G1880001CA|644205|622||CA-473, 622|||2021-02-04
571|5700|||G1880001CE|644206|626||CA-481, 626|||2021-02-04
572|5701|||G1880001CF|644207|627||CA-492, 627|||2021-02-04
573|5714|||G0330007F||32|||||2017-05-10
574|5715|54565||G0330007G|||||||
575|5721|||G1880001CG|644304|628||CA-529, 628|||2021-02-04
576|5722|||G1880001CH|644305|629||CA-530, 629|||2021-02-04
577|5723|||G1880001CI|644306|630||CA-531, 630|||2021-02-04
578|5734|178800|||644321|||CA-1137-R|||2021-02-04
579|5753|63625|||644618||||||2021-02-04
580|5835||||645506|||CA-717|||2021-02-10
581|5893|96397||G0330002D||1-06 or Groom St. well|||||
582|5921|78484|||||||||
583|5936||||CA-166-DW||||||
584|5949||||646552|||CA-218-DOM|||2021-02-12
585|6072||||647806|||CA814|||2021-03-05
586|6125|226556|||648804|||GR-612-R|||2021-03-05
587|6162|||G1880055A||1|||||2017-05-10
588|6163|||G1880055B||2|||||2017-05-10
589|6164|||G1880001AK||411|||||
590|6165|||G1880001AL||412|||||
591|6166|199868||G1880001DO||310|||||
592|6167|197294||G1880001DS||410|||||
593|6178|||G1880001B||312|||||
594|6179|||G1880001F||316|||||
595|6180|||G1880001E||315|||||
596|6181|||G1880001D||314|||||
597|6182|||G1880001C||313|||||
598|6185||||894||||||
599|6186|185139||||313B|||||
600|6188|||G1880001AR||419|||||
601|6189|||G1880001DR||OLD 422|||||
602|6191|||G1880001AV||423|||||
603|6192|||G1880001AO||415|||||
604|6193|||G1880001AP||416|||||
605|6194|||G1880001A||311|||||
606|6207|||G1880001AM|84854|413||Well 71 in TBWE M0001; Well B-24 in TBWE B5701|||2019-01-24
607|6208|||G1880001AQ||418|||||
608|6209|||G1880001AS||420|||||
609|6210|||G1880001AT||421|||||
610|6211|||G1880001AN||414|||||
611|6221|185138||G1880001DR||422 (new)|||||
612|6276|199867||G1880001DQ||601|||||
613|6327|90231|||||||||
614|6376|||G0330010A||1|||||2017-05-10
615|6377|||G0330010B||2|||||2017-05-10
616|6380|||G0330016A||1A|||||2017-05-10
617|6473|82691|||||||||
618|6474|78457|||||||||
619|6475||||CA-1040||||||
620|6518|91271|||||||||
621|6526|84916|||||||||
622|6541|87548|||||||||
623|6547|||G0330001A||1|||7406||2016-06-21
624|6548|||G0330001A||Old #1|||||
625|6559|||G0330001D||2R|||||2017-05-10
626|6567|312663|||656526||||||2021-03-16
627|6584|||G1880001BB||429|||||
628|6585|||G1880001BA||428|||||
629|6593|||G1880001AZ||427|||||
630|6607||||50055||||||
631|6613|||G1880001AW||424|||||
632|6614|||G1880001AX||425|||||
633|6619|||G1880001AY||426|||||
634|6625||||50051||||||
635|6643|146798|||||||||
636|6701||||1633||||||
637|6713|20092||G1910004B||2|||||2017-05-10
638|6925|83353|||||||||
639|6973|139069|||AR-163-SW||||||
640|7035||||Ha-0231||||||
641|7039|97971|||Ha-2260||||||
642|7040|97818|||Ha-2261||||||
643|7041|98074|||||||||
644|7043|97887|||HA-2273||||||
645|7045||||Ha-0710||||||
646|7050|290767|355827102443501||Ha-5066||||||
647|7056|353251|||HA. 7540||||||
648|7059||||Ha-0572||||||
649|7060||||HA1238||||||
650|7063||||Ha-0264||||||
651|7068||||Ha-0798||||||
652|7070||||Ha-0680||||||
653|7073||||Ha-0548||||||
654|7085||||Ha-0601||||||
655|7088||||HA216||||||
656|7094||||Ha-0507||||||
657|7097||||Ha-0892||||||
658|7100||||Ha-0241||||||
659|7102|168021|355800102145401||HA-2584||||||
660|7103||||Ha-0292||||||
661|7106||||Mo-1373||||||
662|7108||||Ha-0936||||||
663|7110|166554|355725102145501||HA-2583|Schneiderjan #1|||||2020-07-31
664|7113||||Mo-0996||||||
665|7115||||Ha-0311||||||
666|7116||||Ha-0318||||||
667|7122||||Mo-0899||||179780||2020-10-05
668|7127||||Mo-0614||||||
669|7140||||Mo-0398||||||
670|7170||||Mo-0270||||||
671|7175||||Mo-0412||||||
672|7184||||Ha-0004||||||
673|7187|98076|||Ha-2269||||||
674|7190||||Ha-0760||||||
675|7192|97894|||Ha-2274||||||
676|7193|98100|||||||||
677|7194||||Ha-2271||||||2020-03-11
678|7201||||Ha-1178||||||
679|7202||||Ha-1181||||||
680|7206||||Ha-0903||||||
681|7213||||Ha-0207||||||
682|7218||||Ha-0853||||||
683|7220||||Ha-1550||||||
684|7225||||Ha-0268||||||
685|7228|143928|354833102182901||HA-2470||||||
686|7229||||Ha-0296||||||
687|7237||||Ha-1008||||||
688|7238||||Ha-1024||||||
689|7246||||Ha-0274||||||
690|7248|165178|||HA-2480||||||
691|7250||||Ha-0270||||||
692|7256||||Mo-1046||||||
693|7258||||Ha-0687||||||
694|7268||||Mo-0408||||||
695|7280||||Mo-0153||||||
696|7299||||Mo-0446||||||
697|7301||||Mo-0322||||||
698|7307||||Mo-0687||||||
699|7313||||M-0735||||||
700|7314||||Mo-1504||||||
701|7319||||Ha-0874||||||
702|7320|98103|||||||||
703|7324||||Ha-1643||||||
704|7330||||Ha-1646||||||
705|7353||||Ha-0870||||||
706|7357||||Ha-0587||||||
707|7368||||Mo-1145||||||
708|7369||||Mo-0750||||||
709|7371||||Mo-1239||||||
710|7602|||||5|||||
711|7878|360376|||||||||
712|8010|||G1880001Y||336|||||
713|8078|||G1880001M||323|||||
714|8123||||2269||||||
715|8139||||5622||||||
716|8238|154235|||||||||
717|8306|||G1880001AC||350|||||
718|8307|||G1880001AD||351|||||
719|8308|||G1880001AE||352|||||
720|8309|||G1880001AF||353|||||
721|8310|||G1880001AG||354|||||
722|8311|||||OLD 355|||||2017-08-16
723|8312|||G1880001AI||356|||||
724|8313|||G1880001AJ||357|||||
725|8314|178391||G1880001DP||355 (NEW)|||||
726|8316|||G1880001Z||340|||||
727|8318|||G1880001AB||342|||||
728|8342||||4496||||||
729|8404|||G1880001X||335|||||
730|8405|||G1880001W||334|||||
731|8422|||G1880001P||326|||||
732|8423|||G1880001O||325|||||
733|8424|||G1880001S||330|||||
734|8425|||G1880001V||333|||||
735|8428|||||328|||||
